id,name,price,authors,quantity,rating_average,publisher_vn,publication_date,number_of_page,manufacturer
53434797,Sách Tài Chính Cá Nhân Cho Người Việt Nam - Tặng Khóa học Online về Tài chính,200000,Lâm Minh Chánh,13635,4.7,CÔNG TY CỔ PHẦN ĐÀO TẠO QUẢN TRỊ KINH DOANH BIZUNI,2020-04-10 13:06:26,235,Nhà Xuất Bản Phụ Nữ
